"GEOID","NAME","UATYPE","ALAND","AWATER","ALAND_SQMI","AWATER_SQMI","INTPTLAT","INTPTLONG","clusters"
85546,"Sulphur Springs, TX Urban Cluster","C",26322339,522174,10.163,0.202,33.12947,-95.60412,1
85573,"Sultan, WA Urban Cluster","C",10907361,0,4.211,0,47.8753,-121.7932,2
85600,"Sumiton, AL Urban Cluster","C",17450574,8433,6.738,0.003,33.74259,-87.04296,1
85627,"Summersville, WV Urban Cluster","C",7928538,21326,3.061,0.008,38.2892,-80.84721,1
85654,"Summerville, GA Urban Cluster","C",24696141,18581,9.535,0.007,34.53398,-85.3158,1
85681,"Summit Park, UT Urban Cluster","C",9025245,0,3.485,0,40.7621,-111.5711,47
85708,"Sumter, SC Urbanized Area","U",170152162,1211901,65.696,0.468,33.93069,-80.39933,1
85762,"Sunbury, PA Urban Cluster","C",43976639,1050802,16.979,0.406,40.89148,-76.80619,1
85775,"Sun City Hilton Head, SC Urban Cluster","C",22731028,0,8.776,0,32.28778,-80.96455,1
85789,"Sunnyside, WA Urban Cluster","C",15268068,0,5.895,0,46.31891,-120.01,26
85802,"Sunrise Shores, TX Urban Cluster","C",8557826,0,3.304,0,32.22035,-95.49707,1
85816,"Sunset, LA Urban Cluster","C",8313656,0,3.21,0,30.41053,-92.06181,1
85843,"Superior, AZ Urban Cluster","C",3272912,0,1.264,0,33.28631,-111.1047,17
85870,"Susanville, CA Urban Cluster","C",13783801,102703,5.322,0.04,40.40956,-120.637,15
85924,"Susquehanna Depot, PA Urban Cluster","C",4055886,297322,1.566,0.115,41.94915,-75.60051,1
85978,"Sutherlin, OR Urban Cluster","C",10072609,131321,3.889,0.051,43.39187,-123.3154,2
86005,"Swainsboro, GA Urban Cluster","C",23149292,644734,8.938,0.249,32.5939,-82.3321,1
86024,"Swansboro, NC Urban Cluster","C",53468106,1138766,20.644,0.44,34.69197,-77.18545,1
86059,"Swanton, VT Urban Cluster","C",4281497,115196,1.653,0.044,44.9202,-73.11346,1
86086,"Sweeny, TX Urban Cluster","C",4501760,0,1.738,0,29.04332,-95.70065,1
86113,"Sweet Home, OR Urban Cluster","C",15957383,252062,6.161,0.097,44.40396,-122.7151,2
86140,"Sweetwater, TN Urban Cluster","C",13907572,0,5.37,0,35.60228,-84.46781,1
86167,"Sweetwater, TX Urban Cluster","C",12736042,2421,4.917,0.001,32.47053,-100.4041,3
86194,"Sylacauga, AL Urban Cluster","C",49350902,223520,19.054,0.086,33.16937,-86.27265,1
86210,"Sylvan Beach, NY Urban Cluster","C",8918653,66677,3.444,0.026,43.16459,-75.77413,1
86221,"Sylvania, GA Urban Cluster","C",9297295,157652,3.59,0.061,32.74412,-81.64355,1
86248,"Sylvester, GA Urban Cluster","C",13947162,90889,5.385,0.035,31.52762,-83.82528,1
86275,"Syracuse, IN Urban Cluster","C",16825885,4383109,6.497,1.692,41.40234,-85.7259,1
86302,"Syracuse, NY Urbanized Area","U",504896581,17309503,194.942,6.683,43.09043,-76.16401,1
86315,"Tabor City, NC--SC Urban Cluster","C",11338109,0,4.378,0,34.16323,-78.88477,1
86329,"Taft, CA Urban Cluster","C",14416740,0,5.566,0,35.14188,-119.461,15
86356,"Taft, TX Urban Cluster","C",3938396,0,1.521,0,27.97816,-97.39302,1
86369,"Tafuna, AS Urban Cluster","C",65741023,4148616,25.383,1.602,-14.31346,-170.7232,12
86383,"Tahlequah, OK Urban Cluster","C",31248487,276467,12.065,0.107,35.90573,-94.96965,1
86410,"Tahoka, TX Urban Cluster","C",3716975,34254,1.435,0.013,33.16577,-101.7992,3
86437,"Talladega, AL Urban Cluster","C",31851922,85696,12.298,0.033,33.42971,-86.12075,1
86464,"Tallahassee, FL Urbanized Area","U",327610736,10803986,126.491,4.171,30.47318,-84.26885,1
86491,"Tallassee, AL Urban Cluster","C",8360760,48561,3.228,0.019,32.53066,-85.88686,1
86518,"Tallulah, LA Urban Cluster","C",11319999,0,4.371,0,32.40601,-91.18717,1
86545,"Tama, IA Urban Cluster","C",5737519,0,2.215,0,41.98972,-92.58811,1
86572,"Tamaqua, PA Urban Cluster","C",12958166,1611,5.003,0.001,40.81517,-75.91782,1
86599,"Tampa--St. Petersburg, FL Urbanized Area","U",2478965259,210692188,957.134,81.349,28.00625,-82.51319,1
86626,"Taneytown, MD Urban Cluster","C",5124851,5279,1.979,0.002,39.6559,-77.16585,1
86653,"Taos, NM Urban Cluster","C",41537873,0,16.038,0,36.38808,-105.5906,6
86680,"Tappahannock, VA Urban Cluster","C",7079911,138244,2.734,0.053,37.91239,-76.86601,1
86707,"Tarboro, NC Urban Cluster","C",22484392,57994,8.681,0.022,35.90199,-77.54556,1
86734,"Taylor, TX Urban Cluster","C",16929370,137872,6.536,0.053,30.57991,-97.41841,1
86761,"Taylorsville, NC Urban Cluster","C",17380163,46323,6.711,0.018,35.91696,-81.16827,1
86788,"Taylorville, IL Urban Cluster","C",19790724,222631,7.641,0.086,39.54499,-89.30578,1
86815,"Tazewell, VA Urban Cluster","C",13683216,104147,5.283,0.04,37.12892,-81.50653,1
86830,"Tea, SD Urban Cluster","C",3528596,0,1.362,0,43.45186,-96.83537,1
86842,"Teague, TX Urban Cluster","C",8299277,294486,3.204,0.114,31.62855,-96.28211,1
86869,"Tehachapi--Golden Hills, CA Urban Cluster","C",23574002,50247,9.102,0.019,35.15146,-118.4918,15
86950,"Tell City, IN--KY Urban Cluster","C",14975326,23164,5.782,0.009,37.95,-86.76092,1
87058,"Temple, TX Urbanized Area","U",140131854,504496,54.105,0.195,31.09426,-97.4196,1
87112,"Terra Bella, CA Urban Cluster","C",3984308,0,1.538,0,35.96002,-119.0352,15
87139,"Terre Haute, IN Urbanized Area","U",138499903,876332,53.475,0.338,39.51459,-87.3742,1
87166,"Terrell, TX Urban Cluster","C",26412719,4882,10.198,0.002,32.73748,-96.29442,1
87193,"Texarkana--Texarkana, TX--AR Urbanized Area","U",166836596,757394,64.416,0.292,33.43886,-94.07104,1
87220,"Texas City, TX Urbanized Area","U",196830703,3392990,75.997,1.31,29.3883,-95.02847,1
87247,"Thayer, MO--AR Urban Cluster","C",5891279,0,2.275,0,36.51224,-91.5445,1
87263,"The Dalles, OR--WA Urban Cluster","C",28328038,3496509,10.938,1.35,45.60611,-121.1864,62
87301,"Thermopolis, WY Urban Cluster","C",5972991,45680,2.306,0.018,43.64563,-108.2181,89
87355,"Thief River Falls, MN Urban Cluster","C",15953918,404858,6.16,0.156,48.10577,-96.17972,1
87382,"Thomaston, GA Urban Cluster","C",26981087,124425,10.417,0.048,32.90769,-84.32788,1
87409,"Thomasville, AL Urban Cluster","C",10865520,0,4.195,0,31.90366,-87.73834,1
87436,"Thomasville, GA Urban Cluster","C",58839108,685569,22.718,0.265,30.84848,-83.9601,1
87463,"Thomson, GA Urban Cluster","C",15976308,68343,6.168,0.026,33.47256,-82.4999,1
87490,"Thousand Oaks, CA Urbanized Area","U",221763644,934225,85.623,0.361,34.19562,-118.8606,15
87517,"Three Rivers, MI Urban Cluster","C",32952116,1691774,12.723,0.653,41.96034,-85.60951,1
87544,"Thurmont, MD Urban Cluster","C",9874108,19547,3.812,0.008,39.62024,-77.40786,1
87571,"Ticonderoga, NY Urban Cluster","C",4867633,260459,1.879,0.101,43.84194,-73.42964,1
87598,"Tiffin, OH Urban Cluster","C",18505017,300620,7.145,0.116,41.11491,-83.18047,1
87625,"Tifton, GA Urban Cluster","C",46011238,649556,17.765,0.251,31.45284,-83.51347,1
87652,"Tillamook, OR Urban Cluster","C",11329193,0,4.374,0,45.45663,-123.8409,2
87669,"Tipton, CA Urban Cluster","C",1738137,0,0.671,0,36.05965,-119.3114,15
87679,"Tipton, IN Urban Cluster","C",8374274,0,3.233,0,40.27412,-86.03956,1
87706,"Tipton, IA Urban Cluster","C",3653208,0,1.411,0,41.77161,-91.1267,1
87733,"Tipton, MO Urban Cluster","C",3292142,28589,1.271,0.011,38.65506,-92.78127,1
87787,"Titusville, FL Urbanized Area","U",78016089,288634,30.122,0.111,28.60902,-80.83813,1
87814,"Titusville, PA Urban Cluster","C",8188705,0,3.162,0,41.62722,-79.67044,1
87841,"Toccoa, GA Urban Cluster","C",28342141,72199,10.943,0.028,34.56638,-83.31991,1
87868,"Toledo, OH--MI Urbanized Area","U",622688473,16490737,240.421,6.367,41.63967,-83.61395,1
87895,"Toledo, OR Urban Cluster","C",5295622,254372,2.045,0.098,44.61834,-123.9319,2
87922,"Tomah, WI Urban Cluster","C",13045596,41339,5.037,0.016,43.99233,-90.50356,1
87949,"Tomahawk, WI Urban Cluster","C",7975888,940194,3.08,0.363,45.47352,-89.72282,1
88003,"Tonganoxie, KS Urban Cluster","C",6608049,27094,2.551,0.01,39.11213,-95.07814,1
88030,"Tonkawa, OK Urban Cluster","C",3860358,0,1.49,0,36.68333,-97.30674,1
88057,"Tooele, UT Urban Cluster","C",23784608,0,9.183,0,40.53869,-112.2994,47
88084,"Topeka, KS Urbanized Area","U",206086103,3377764,79.57,1.304,39.04168,-95.69246,1
88111,"Toppenish, WA Urban Cluster","C",22626604,29520,8.736,0.011,46.39166,-120.3096,26
88165,"Tornillo, TX Urban Cluster","C",3092711,0,1.194,0,31.4486,-106.0923,8
88192,"Torrington, CT Urban Cluster","C",65165115,989200,25.16,0.382,41.83087,-73.09614,1
88219,"Torrington, WY Urban Cluster","C",8893350,1251,3.434,0,42.06648,-104.1891,9
88246,"Towanda, PA Urban Cluster","C",7295612,123183,2.817,0.048,41.77373,-76.44385,1
88273,"Tracy, CA Urbanized Area","U",57564735,132934,22.226,0.051,37.7295,-121.4341,15
88300,"Traverse City, MI Urban Cluster","C",112985113,5280290,43.624,2.039,44.73103,-85.62401,1
88327,"Treasure Lake, PA Urban Cluster","C",7420038,1970915,2.865,0.761,41.16061,-78.71479,1
88354,"Tremonton, UT Urban Cluster","C",20524546,0,7.925,0,41.72169,-112.1738,47
88371,"Trenton, FL Urban Cluster","C",5023636,0,1.94,0,29.61449,-82.82647,1
88381,"Trenton, GA Urban Cluster","C",7579852,0,2.927,0,34.87983,-85.50204,1
88408,"Trenton, IL Urban Cluster","C",3057780,0,1.181,0,38.60833,-89.68248,1
88435,"Trenton, MO Urban Cluster","C",9155150,622252,3.535,0.24,40.08125,-93.60239,1
88462,"Trenton, NJ Urbanized Area","U",273429635,3467580,105.572,1.339,40.22845,-74.71816,1
88489,"Trenton, TN Urban Cluster","C",5840842,0,2.255,0,35.9645,-88.93981,1
88504,"Tri-City--Myrtle Creek, OR Urban Cluster","C",12643133,516,4.882,0,42.99539,-123.3039,2
88516,"Trinidad, CO Urban Cluster","C",15214353,0,5.874,0,37.17073,-104.5074,6
88526,"Trinity, TX Urban Cluster","C",10911923,17824,4.213,0.007,30.95279,-95.37173,1
88543,"Troy, AL Urban Cluster","C",31743158,54614,12.256,0.021,31.80017,-85.97585,1
88570,"Troy, MO Urban Cluster","C",22519341,138647,8.695,0.054,38.96503,-90.96597,1
88597,"Troy, NC Urban Cluster","C",7285910,0,2.813,0,35.36338,-79.89459,1
88624,"Truckee, CA Urban Cluster","C",27420122,74103,10.587,0.029,39.3388,-120.1723,15
88651,"Trumann, AR Urban Cluster","C",10095916,0,3.898,0,35.67574,-90.52283,1
88678,"Truth or Consequences, NM Urban Cluster","C",19476033,0,7.52,0,33.13593,-107.2273,6
88705,"Tuba City, AZ Urban Cluster","C",14218235,0,5.49,0,36.13119,-111.2342,101
88732,"Tucson, AZ Urbanized Area","U",915273824,2100379,353.389,0.811,32.25489,-110.9461,17
88813,"Tucumcari, NM Urban Cluster","C",7742063,0,2.989,0,35.16892,-103.7251,111
88867,"Tularosa, NM Urban Cluster","C",4897828,3188,1.891,0.001,33.07668,-106.0183,8
88894,"Tulia, TX Urban Cluster","C",6540590,0,2.525,0,34.53758,-101.7724,3
88921,"Tullahoma, TN Urban Cluster","C",34246828,0,13.223,0,35.37019,-86.21482,1
88948,"Tulsa, OK Urbanized Area","U",870104752,9194031,335.949,3.55,36.10545,-95.90133,1
88975,"Tunica, MS Urban Cluster","C",4342676,0,1.677,0,34.69365,-90.37755,1
89002,"Tunkhannock, PA Urban Cluster","C",8850458,312230,3.417,0.121,41.55178,-75.95347,1
89029,"Tupelo, MS Urban Cluster","C",123119302,411594,47.537,0.159,34.24777,-88.73038,1
89056,"Tupper Lake, NY Urban Cluster","C",5297741,0,2.045,0,44.23231,-74.46518,1
89083,"Turlock, CA Urbanized Area","U",66791762,0,25.788,0,37.49648,-120.8597,15
89110,"Tuscaloosa, AL Urbanized Area","U",231738631,4489160,89.475,1.733,33.20643,-87.53999,1
89137,"Tuscola, IL Urban Cluster","C",7620450,31789,2.942,0.012,39.80003,-88.27591,1
89164,"Tuskegee, AL Urban Cluster","C",25190752,440443,9.726,0.17,32.42222,-85.70675,1
89177,"Tuttle, OK Urban Cluster","C",10021842,0,3.869,0,35.26879,-97.69718,1
89191,"Twentynine Palms, CA Urban Cluster","C",17223797,0,6.65,0,34.13875,-116.0654,15
89218,"Twentynine Palms Base, CA Urban Cluster","C",9471634,0,3.657,0,34.22812,-116.0554,15
89245,"Twin Falls, ID Urban Cluster","C",46953500,65855,18.129,0.025,42.56153,-114.4541,38
89254,"Twin Lakes, VA Urban Cluster","C",8037855,492787,3.103,0.19,38.27513,-78.4389,1
89263,"Twin Rivers--Hightstown, NJ Urbanized Area","U",91328937,824980,35.262,0.319,40.28453,-74.57675,1
89272,"Two Harbors, MN Urban Cluster","C",3540856,0,1.367,0,47.02932,-91.67485,1
89299,"Tybee Island, GA Urban Cluster","C",7394697,422719,2.855,0.163,32.00907,-80.85534,1
89326,"Tyler, TX Urbanized Area","U",233874776,2232221,90.3,0.862,32.31012,-95.30188,1
89353,"Tyrone, PA Urban Cluster","C",10903807,0,4.21,0,40.66847,-78.25147,1
89380,"Ukiah, CA Urban Cluster","C",41329266,233012,15.957,0.09,39.18624,-123.2026,15
89407,"Ulysses, KS Urban Cluster","C",6260126,0,2.417,0,37.58021,-101.364,3
89425,"Unadilla, GA Urban Cluster","C",4562368,32482,1.762,0.013,32.26253,-83.73687,1
89461,"Union, MO Urban Cluster","C",13571991,0,5.24,0,38.44738,-91.00737,1
89488,"Union, SC Urban Cluster","C",24097694,50374,9.304,0.019,34.72253,-81.62964,1
89515,"Union City, IN--OH Urban Cluster","C",6646563,3761,2.566,0.001,40.20065,-84.81085,1
89542,"Union City, PA Urban Cluster","C",4986309,65231,1.925,0.025,41.89767,-79.84324,1
89569,"Union City, TN Urban Cluster","C",17720433,12645,6.842,0.005,36.42318,-89.04537,1
89596,"Union Grove, WI Urban Cluster","C",10758900,13125,4.154,0.005,42.69169,-88.08113,1
89623,"Union Springs, AL Urban Cluster","C",12675720,104467,4.894,0.04,32.1355,-85.7048,1
89650,"Uniontown--Connellsville, PA Urbanized Area","U",100561614,497705,38.827,0.192,39.92953,-79.68836,1
89704,"Upland, IN Urban Cluster","C",2940339,29890,1.135,0.012,40.46836,-85.50017,1
89719,"Upper Greenwood Lake, NJ Urban Cluster","C",4192709,1640103,1.619,0.633,41.17515,-74.38207,1
89731,"Upper Sandusky, OH Urban Cluster","C",7951630,0,3.07,0,40.83194,-83.27574,1
89758,"Urbana, OH Urban Cluster","C",14535389,4584,5.612,0.002,40.11108,-83.73849,1
89770,"Urban Honolulu, HI Urbanized Area","U",440161880,13048096,169.947,5.038,21.36456,-157.9398,69
89785,"Utica, NY Urbanized Area","U",161615811,1578515,62.4,0.609,43.09472,-75.27601,1
89839,"Uvalde, TX Urban Cluster","C",27038498,32128,10.44,0.012,29.20539,-99.79528,1
89866,"Vacaville, CA Urbanized Area","U",70969244,112184,27.401,0.043,38.36418,-121.9677,15
89893,"Vado, NM Urban Cluster","C",10329690,0,3.988,0,32.13611,-106.6685,8
89910,"Vail, AZ Urban Cluster","C",18226584,0,7.037,0,32.0605,-110.707,17
89920,"Vail, CO Urban Cluster","C",8213837,10876,3.171,0.004,39.63248,-106.4043,6
89947,"Valatie, NY Urban Cluster","C",14168867,1443281,5.471,0.557,42.41859,-73.68009,1
89974,"Valdosta, GA Urbanized Area","U",144331945,1963437,55.727,0.758,30.87565,-83.29583,1
90001,"Valentine, NE Urban Cluster","C",4773281,79979,1.843,0.031,42.87379,-100.5529,3
90028,"Vallejo, CA Urbanized Area","U",108804484,2767802,42.01,1.069,38.10948,-122.2121,15
90055,"Valley City, ND Urban Cluster","C",12303846,0,4.751,0,46.92421,-97.99321,1
90082,"Valley--Lanett, AL--GA Urban Cluster","C",60927092,340036,23.524,0.131,32.83203,-85.18724,1
90122,"Van, TX Urban Cluster","C",6253034,3902,2.414,0.002,32.52853,-95.6387,1
90136,"Vandalia, IL Urban Cluster","C",10843104,30985,4.187,0.012,38.97456,-89.1107,1
90163,"Vandalia, MO Urban Cluster","C",3171711,1542,1.225,0.001,39.30932,-91.48789,1
90182,"Vandenberg AFB, CA Urban Cluster","C",4649545,0,1.795,0,34.74058,-120.5345,15
90217,"Van Wert, OH Urban Cluster","C",14491600,49092,5.595,0.019,40.86589,-84.58807,1
90244,"Vassar, MI Urban Cluster","C",8011893,25447,3.093,0.01,43.35928,-83.57879,1
90271,"Veneta, OR Urban Cluster","C",10696056,102737,4.13,0.04,44.05064,-123.3409,2
90282,"Venus, TX Urban Cluster","C",7930162,13316,3.062,0.005,32.42163,-97.10615,1
90298,"Vergennes, VT Urban Cluster","C",6364561,202340,2.457,0.078,44.16766,-73.25532,1
90325,"Vermillion, SD Urban Cluster","C",8972991,0,3.464,0,42.78177,-96.92289,1
90352,"Vernal, UT Urban Cluster","C",44182287,0,17.059,0,40.44675,-109.548,68
90379,"Vernon, TX Urban Cluster","C",14318665,0,5.528,0,34.14998,-99.29843,1
90433,"Versailles, KY Urban Cluster","C",27688762,384909,10.691,0.149,38.04716,-84.71746,1
90460,"Versailles, OH Urban Cluster","C",5839384,12977,2.255,0.005,40.2262,-84.46195,1
90487,"Vicksburg, MS--LA Urban Cluster","C",63719849,617454,24.602,0.238,32.33089,-90.85663,1
90514,"Victoria, TX Urbanized Area","U",75168838,125669,29.023,0.049,28.82612,-96.98512,1
90541,"Victorville--Hesperia, CA Urbanized Area","U",432116094,2783588,166.841,1.075,34.47688,-117.3108,15
90568,"Vidalia, GA Urban Cluster","C",30903734,644063,11.932,0.249,32.23599,-82.40908,1
90595,"Vienna, GA Urban Cluster","C",4803041,4423,1.854,0.002,32.09193,-83.79509,1
90622,"Vieques (Vieques Municipio), PR Urban Cluster","C",13439059,14155,5.189,0.005,18.13439,-65.45039,4
90631,"Village of Four Seasons, MO Urban Cluster","C",21838548,2997689,8.432,1.157,38.19962,-92.70543,1
90640,"Village of Oak Creek (Big Park), AZ Urban Cluster","C",7587281,0,2.929,0,34.78034,-111.7715,17
90658,"Villas, NJ Urbanized Area","U",87758943,1248263,33.884,0.482,39.00378,-74.89044,1
90676,"Ville Platte, LA Urban Cluster","C",17141921,11653,6.619,0.004,30.68989,-92.27158,1
90703,"Vincennes, IN Urban Cluster","C",28240181,469648,10.904,0.181,38.67621,-87.50585,1
90730,"Vineland, NJ Urbanized Area","U",160333652,916044,61.905,0.354,39.48069,-75.02789,1
90757,"Vineyard Haven, MA Urban Cluster","C",25478265,2545030,9.837,0.983,41.4303,-70.57885,1
90784,"Vinita, OK Urban Cluster","C",9294679,0,3.589,0,36.64289,-95.15715,1
90811,"Vinton, IA Urban Cluster","C",6264157,0,2.419,0,42.16672,-92.02444,1
90838,"Vinton, LA Urban Cluster","C",4801560,33483,1.854,0.013,30.18996,-93.57808,1
90851,"Virden, IL Urban Cluster","C",6348872,0,2.451,0,39.51607,-89.76735,1
90865,"Virginia, MN Urban Cluster","C",16006586,362239,6.18,0.14,47.51149,-92.55522,1
90892,"Virginia Beach, VA Urbanized Area","U",1338041819,188006415,516.621,72.59,36.90863,-76.3096,1
90919,"Viroqua, WI Urban Cluster","C",5385344,0,2.079,0,43.55884,-90.89061,1
90946,"Visalia, CA Urbanized Area","U",164234180,39512,63.411,0.015,36.29349,-119.3007,15
90959,"Vistancia, AZ Urban Cluster","C",6465746,543,2.496,0,33.73084,-112.3302,17
90973,"Vivian, LA Urban Cluster","C",4716024,0,1.821,0,32.87052,-93.98499,1
91000,"Wabash, IN Urban Cluster","C",12490038,36790,4.822,0.014,40.80174,-85.82741,1
91027,"Waco, TX Urbanized Area","U",233672725,1583885,90.222,0.612,31.54222,-97.16605,1
91054,"Waconia, MN Urban Cluster","C",11423047,360354,4.41,0.139,44.84199,-93.79319,1
91081,"Wadena, MN Urban Cluster","C",5813601,7557,2.245,0.003,46.43987,-95.13824,1
91108,"Wadesboro, NC Urban Cluster","C",13659945,0,5.274,0,34.96263,-80.07478,1
91135,"Wagoner, OK Urban Cluster","C",12277047,0,4.74,0,35.95452,-95.38138,1
91162,"Wahoo, NE Urban Cluster","C",5923612,0,2.287,0,41.20845,-96.62043,1
91189,"Wahpeton, ND--MN Urban Cluster","C",17455396,0,6.74,0,46.26812,-96.60137,1
91216,"Waikoloa Village, HI Urban Cluster","C",2787677,0,1.076,0,19.93822,-155.7891,44
91243,"Waimea (Hawaii County), HI Urban Cluster","C",12211931,0,4.715,0,20.03281,-155.6363,44
91252,"Walden, NY Urban Cluster","C",13245387,251282,5.114,0.097,41.53951,-74.21743,1
91261,"Waldorf, MD Urbanized Area","U",176085753,595783,67.987,0.23,38.6093,-76.98787,1
91270,"Waldport, OR Urban Cluster","C",9027655,653660,3.486,0.252,44.42343,-124.0737,2
91297,"Waldron, AR Urban Cluster","C",6639432,35839,2.563,0.014,34.89755,-94.0932,1
91351,"Walkerton, IN Urban Cluster","C",7113297,9938,2.746,0.004,41.45395,-86.49602,1
91378,"Wallace, NC Urban Cluster","C",8466457,1493,3.269,0.001,34.74519,-77.99363,1
91405,"Walla Walla, WA--OR Urbanized Area","U",71664718,86359,27.67,0.033,46.03922,-118.3491,19
91459,"Walnut Ridge, AR Urban Cluster","C",9595024,0,3.705,0,36.063,-90.96596,1
91486,"Walsenburg, CO Urban Cluster","C",4264162,0,1.646,0,37.62751,-104.7845,6
91513,"Walterboro, SC Urban Cluster","C",22205569,29425,8.574,0.011,32.90359,-80.66524,1
91540,"Walters, OK Urban Cluster","C",3327197,1235,1.285,0,34.35435,-98.30833,1
91567,"Walton, NY Urban Cluster","C",3583152,66943,1.383,0.026,42.16981,-75.13048,1
91584,"Walworth, NY Urban Cluster","C",4536548,0,1.752,0,43.12856,-77.29307,1
91594,"Walworth, WI Urban Cluster","C",9180418,53603,3.545,0.021,42.53975,-88.5803,1
91648,"Wamego, KS Urban Cluster","C",4982621,5759,1.924,0.002,39.20528,-96.30943,1
91675,"Wapakoneta, OH Urban Cluster","C",16166134,224488,6.242,0.087,40.57383,-84.19078,1
91702,"Wapato, WA Urban Cluster","C",6893340,0,2.662,0,46.44601,-120.4272,26
91741,"Warden, WA Urban Cluster","C",2311383,0,0.892,0,46.96785,-119.0419,26
91756,"Ware, MA Urban Cluster","C",20755420,351883,8.014,0.136,42.25308,-72.22745,1
91783,"Warner Robins, GA Urbanized Area","U",260615165,2376651,100.624,0.918,32.58135,-83.66799,1
91810,"Warren, AR Urban Cluster","C",15973654,61960,6.167,0.024,33.60955,-92.07,1
91837,"Warren, PA Urban Cluster","C",21641480,1330895,8.356,0.514,41.85325,-79.14558,1
91864,"Warrensburg, MO Urban Cluster","C",30040535,236676,11.599,0.091,38.75602,-93.73246,1
91891,"Warrensburg, NY Urban Cluster","C",3936070,0,1.52,0,43.49408,-73.77992,1
